ALFABETA;PRINCIPIO ACTIVO;MARCA COMERCIAL;PRESENTACION;LABORATORIO;PVP PAMI AL 04/05/2026;COBERTURA;IMPORTE AFILIADO
34448;aciclovir;XICLOVIR;8% susp.fco.x 120 ml;Lazar;$ 20464.06;60%;$ 8185.62
17126;aciclovir;XICLOVIR 800;comp.x 20;Lazar;$ 27182.93;60%;$ 10873.17
17127;aciclovir;XICLOVIR 800;comp.x 40;Lazar;$ 51527.9;60%;$ 20611.16
61626;aciclovir+hidrocortisona;XICLOVIR H;cr. x 5 g;Lazar;$ 9621.03;60%;$ 3848.41
46356;adapaleno;DERMOTOPIC;gel 0.1% x 30 g;Lazar;$ 25133.7;50%;$ 12566.85
47441;adapaleno;DERMOTOPIC;gel 0.3% x 30 g;Lazar;$ 30660.11;50%;$ 15330.06
48779;adapaleno+benzoílo,peróxido;DERMOTOPIC DUO;gel x 30 g;Lazar;$ 29758.12;50%;$ 14879.06
18175;amlodipina;TERVALON;10 mg comp.x 30;Lazar;$ 28824.97;60%;$ 11529.99
18174;amlodipina;TERVALON;5 mg comp.x 30;Lazar;$ 15309.01;60%;$ 6123.6
4965;antraquinona;PYRALVEX;fco.x 10 ml;Lazar;$ 12900.74;50%;$ 6450.37
59353;atenolol;VERICORDIN;100 mg comp.x 30;Lazar;$ 9313.07;80%;$ 1862.61
59354;atenolol;VERICORDIN;100 mg comp.x 60;Lazar;$ 18145.87;80%;$ 3629.17
18996;atenolol;VERICORDIN;25 mg comp.x 28;Lazar;$ 4577.86;80%;$ 915.57
18997;atenolol;VERICORDIN;25 mg comp.x 56;Lazar;$ 8692.5;80%;$ 1738.5
59351;atenolol;VERICORDIN;50 mg comp.x 30;Lazar;$ 5406.74;80%;$ 1081.35
59352;atenolol;VERICORDIN;50 mg comp.x 60;Lazar;$ 10134.84;80%;$ 2026.97
4984;atenolol+asoc.;VERICORDIN COMPUESTO;comp.x 14;Lazar;$ 1155.15;60%;$ 462.06
11532;atenolol+asoc.;VERICORDIN COMPUESTO;comp.x 28;Lazar;$ 16280.24;60%;$ 6512.1
30610;atorvastatín;LIPONORM;10 mg comp.rec.x 20;Lazar;$ 2199.64;60%;$ 879.86
27120;atorvastatín;LIPONORM;10 mg comp.rec.x 30;Lazar;$ 34829.73;60%;$ 13931.89
29716;atorvastatín;LIPONORM;10 mg comp.rec.x 60;Lazar;$ 63156.3;60%;$ 25262.52
27121;atorvastatín;LIPONORM;20 mg comp.rec.x 30;Lazar;$ 58525.85;60%;$ 23410.34
29717;atorvastatín;LIPONORM;20 mg comp.rec.x 60;Lazar;$ 107693.61;60%;$ 43077.44
51187;atorvastatín;LIPONORM;40 mg comp.rec.x 30;Lazar;$ 65695.5;60%;$ 26278.2
63417;atorvastatín;LIPONORM;80 mg comp.rec. x 30;Lazar;$ 84741.05;60%;$ 33896.42
45648;atorvastatín+ezetimibe;LIPONORM PLUS;10/10 mg comp.x 30;Lazar;$ 40285.19;50%;$ 20142.6
45649;atorvastatín+ezetimibe;LIPONORM PLUS;20/10 mg comp.x 30;Lazar;$ 55861.75;50%;$ 27930.88
61469;atorvastatín+ezetimibe;LIPONORM PLUS;40/10 mg comp.x 30;Lazar;$ 68926.05;50%;$ 34463.03
21227;azitromicina;NEBLIC;500 mg comp.rec.x 3;Lazar;$ 9804.97;60%;$ 3921.99
22070;azitromicina;NEBLIC;500 mg comp.rec.x 6;Lazar;$ 15533.2;60%;$ 6213.28
50785;betametasona;LAZAR CORT;cr.x 20 g;Lazar;$ 7960.69;50%;$ 3980.35
50786;betametasona+gentamic.+miconazol;LAZAR CORT COMPLEX;cr.x 20 g;Lazar;$ 15573.29;40%;$ 9343.97
50317;calcipotriol;CUTANIT LOCION;env.x 20 ml;Lazar;$ 27929.78;50%;$ 13964.89
47733;calcipotriol;CUTANIT;ung.x 30 g;Lazar;$ 28526.86;50%;$ 14263.43
47734;calcipotriol+betametasona,diprop;CUTANIT B;ung. x 30 g;Lazar;$ 44131.27;40%;$ 26478.76
36206;carvedilol;CORUBIN;12.5 mg comp.x 28;Lazar;$ 13740.73;60%;$ 5496.29
36207;carvedilol;CORUBIN;25 mg comp.x 28;Lazar;$ 17399.34;60%;$ 6959.74
36205;carvedilol;CORUBIN;6.25 mg comp.x 28;Lazar;$ 11015.71;60%;$ 4406.28
32730;cetirizina;CETIZINE;10 mg comp.rec.x 10;Lazar;$ 9642.96;40%;$ 5785.78
32731;cetirizina;CETIZINE;10 mg comp.rec.x 20;Lazar;$ 14945.18;40%;$ 8967.11
32732;cetirizina;CETIZINE;gts.x 10 ml;Lazar;$ 8082.07;40%;$ 4849.24
42619;ciprofibrato;FIXERIL;100 mg comp.x 30;Lazar;$ 39952.69;60%;$ 15981.08
42620;ciprofibrato;FIXERIL;100 mg comp.x 60;Lazar;$ 73930.8;60%;$ 29572.32
11051;ciprofloxacina;CIPROFLOXACINA LAZAR;250 mg comp.rec.x 10;Lazar;$ 6668.88;60%;$ 2667.55
11052;ciprofloxacina;CIPROFLOXACINA LAZAR;500 mg comp.rec.x 10;Lazar;$ 18428.02;60%;$ 7371.21
11053;ciprofloxacina;CIPROFLOXACINA LAZAR;500 mg comp.rec.x 20;Lazar;$ 34320.6;60%;$ 13728.24
22619;ciprofloxacina;CIPROFLOXACINA LAZAR;750 mg comp.rec.x 10;Lazar;$ 30395.05;60%;$ 12158.02
51555;clindamicina+ketoconazol;FANGAN DUO;400/100 mg óv.x 7;Lazar;$ 19826.87;50%;$ 9913.44
51556;clobetasol;SALVICUTAN;cr.x 30 g;Lazar;$ 19475.64;40%;$ 11685.38
51571;dapsona;DAPSONA LAZAR;100 mg comp.x 50;Lazar;$ 21207.86;50%;$ 10603.93
57761;dehidrocólico,ác.+asoc.;ECUAMON DIGEST;comp. rec.x 20;Lazar;$ 12222.69;50%;$ 6111.35
57762;dehidrocólico,ác.+asoc.;ECUAMON DIGEST;comp. rec.x 40;Lazar;$ 20989.37;50%;$ 10494.69
50979;desloratadina;DELORAT;5 mg comp.rec.x 14;Lazar;$ 12725.3;40%;$ 7635.18
41793;desloratadina;DELORAT;5mg/10ml jbe.x 50 ml;Lazar;$ 10362.71;40%;$ 6217.63
56991;desloratadina+betametasona;DELORAT B;comp.rec.x 10;Lazar;$ 11707.15;40%;$ 7024.29
56992;desloratadina+betametasona;DELORAT B;jbe.x 60 ml;Lazar;$ 14029.32;40%;$ 8417.59
58631;diclofenac sódico;FLOGOLISIN;75 mg comp.rec.x 30;Lazar;$ 31740.22;40%;$ 19044.13
61625;diosmina;DIPEMINA;cr. x 30 g;Lazar;$ 14222.33;50%;$ 7111.17
61057;diosmina+hesperidina micronizada;DIPEMINA;1000 mg comp.rec.x 30;Lazar;$ 55945.93;40%;$ 33567.56
33883;diosmina+hesperidina micronizada;DIPEMINA;500 mg comp.rec.x 30;Lazar;$ 31092;40%;$ 18655.2
33884;diosmina+hesperidina micronizada;DIPEMINA;500 mg comp.rec.x 60;Lazar;$ 56272.06;40%;$ 33763.24
4959;dipirona;NOVEMINA;jbe.x 120 ml;Lazar;$ 7140.3;50%;$ 3570.15
4937;domperidona;ECUAMON;comp.rec.x 20;Lazar;$ 9185.24;50%;$ 4592.62
4938;domperidona;ECUAMON;gts.x 20 ml;Lazar;$ 8214.08;50%;$ 4107.04
51554;dutasteride;TUMULAN;0.5 mg comp.x 30;Lazar;$ 41521.35;50%;$ 20760.68
61472;dutasteride+tamsulosina;DIUFORTAN PLUS;0.5/0.4 mg cáps.x 30;Lazar;$ 63236.59;50%;$ 31618.3
35084;enalapril;ECAPRILAT;10 mg comp.x 30;Lazar;$ 9857.43;80%;$ 1971.49
7035;enalapril;ECAPRILAT;10 mg comp.x 60;Lazar;$ 18872.81;80%;$ 3774.56
35085;enalapril;ECAPRILAT;20 mg comp.x 30;Lazar;$ 10947.44;80%;$ 2189.49
7072;enalapril;ECAPRILAT;20 mg comp.x 60;Lazar;$ 21446.87;80%;$ 4289.37
63418;eplerenona;PLERIAM;25 mg comp.x 30;Lazar;$ 21961.6;50%;$ 10980.8
63419;eplerenona;PLERIAM;50 mg comp.x 30;Lazar;$ 31887.18;50%;$ 15943.59
35633;estradiol+prasterona;SUPLIGOL NF;IM iny.a.x 1 x 1 ml;Lazar;$ 852.35;50%;$ 426.18
4949;etofenamato;FLOGOL;gel x 50 g;Lazar;$ 3492.67;50%;$ 1746.34
36204;ezetimibe;ALIN;10 mg comp.x 30;Lazar;$ 20149.22;50%;$ 10074.61
58338;famotidina;LAZARTIDINA;20 mg comp.rec.x 30;Lazar;$ 10033.49;40%;$ 6020.09
58339;famotidina;LAZARTIDINA;20 mg comp.rec.x 60;Lazar;$ 17733.87;40%;$ 10640.32
58340;famotidina;LAZARTIDINA;40 mg comp.rec.x 30;Lazar;$ 19535.67;40%;$ 11721.4
58341;famotidina;LAZARTIDINA;40 mg comp.rec.x 60;Lazar;$ 36291.66;40%;$ 21775
23172;fexofenadina;ALERFEDINE;120 mg comp.rec.x 10;Lazar;$ 11301.11;50%;$ 5650.56
23173;fexofenadina;ALERFEDINE;120 mg comp.rec.x 30;Lazar;$ 31272.25;50%;$ 15636.13
24034;fexofenadina;ALERFEDINE;180 mg comp.rec.x 10;Lazar;$ 20317.78;50%;$ 10158.89
24035;fexofenadina;ALERFEDINE;180 mg comp.rec.x 20;Lazar;$ 31536.7;50%;$ 15768.35
54926;fexofenadina;ALERFEDINE;susp.oral x 150 ml;Lazar;$ 708.24;50%;$ 354.12
28138;fexofenadina+pseudoefedrina;ALERFEDINE D;comp.rec.x 10;Lazar;$ 12863.54;50%;$ 6431.77
50782;fluconazol;FUNGOCINA;100 mg comp.x 16;Lazar;$ 78785.07;50%;$ 39392.54
16283;fluconazol;FUNGOCINA;150 mg comp.x 1;Lazar;$ 8438.62;50%;$ 4219.31
16284;fluconazol;FUNGOCINA;150 mg comp.x 2;Lazar;$ 15607.9;50%;$ 7803.95
18589;fluconazol;FUNGOCINA;150 mg comp.x 4;Lazar;$ 26436.53;50%;$ 13218.27
50783;fluconazol;FUNGOCINA;150 mg comp.x 8;Lazar;$ 41446.07;50%;$ 20723.04
50784;fluconazol;FUNGOCINA;200 mg comp.x 12;Lazar;$ 89838.48;50%;$ 44919.24
50781;fluconazol;FUNGOCINA;50 mg comp.x 10;Lazar;$ 12628.37;50%;$ 6314.19
40480;fusídico,ác.;ARZIMOL;2% cr.x 15 g;Lazar;$ 11574.64;60%;$ 4629.86
42574;fusídico,ác.+betametasona;ARZIMOL B;cr.x 15 g;Lazar;$ 18432.92;40%;$ 11059.75
33721;glimepiride;ADIUVAN;2 mg comp.x 30;Lazar;$ 11838.35;100%;$ 0
33722;glimepiride;ADIUVAN;4 mg comp.x 30;Lazar;$ 20458.09;100%;$ 0
46353;glimepiride+metformina;ADIUVAN MET;2/1000 mg comp.x 30;Lazar;$ 14594.64;50%;$ 7297.32
46354;glimepiride+metformina;ADIUVAN MET;4/1000 mg comp.x 30;Lazar;$ 25268.84;50%;$ 12634.42
58529;hidrosmina;FLEBOSMINA;200 mg cáps.x 30;Lazar;$ 33238.61;50%;$ 16619.31
46355;hidrosmina;FLEBOSMINA;200 mg cáps.x 60;Lazar;$ 53843.11;50%;$ 26921.56
46358;hidrosmina;FLEBOSMINA;gel 2% x 40 g;Lazar;$ 14749.64;50%;$ 7374.82
4913;hidroxicina;ATARAXONE;10 mg comp.rec.x 20;Lazar;$ 12945.76;50%;$ 6472.88
4914;hidroxicina;ATARAXONE;25 mg comp.rec.x 20;Lazar;$ 18028.89;50%;$ 9014.45
22548;hidroxicina;ATARAXONE;50 mg comp.rec.x 20;Lazar;$ 34285.15;50%;$ 17142.58
29715;hidroxicina;ATARAXONE;gts.x 20 ml;Lazar;$ 12135.39;50%;$ 6067.7
56147;ibuprofeno;IBUMULTIN;4% susp.x 90 ml;Lazar;$ 8762.11;40%;$ 5257.27
35959;ibuprofeno;IBUMULTIN V.L.;400 mg comp. x 10;Lazar;$ 2849.26;40%;$ 1709.56
48869;ibuprofeno;IBUMULTIN;600 mg comp. x 10;Lazar;$ 5912.88;40%;$ 3547.73
50915;imiquimod;MIQUIMOD;3.75% cr.x 3 g;Lazar;$ 19619.61;50%;$ 9809.81
60205;imiquimod;MIQUIMOD;5% cr.x 10 g;Lazar;$ 42188.72;50%;$ 21094.36
33157;imiquimod;MIQUIMOD;5% cr.x 3 g;Lazar;$ 24553.42;50%;$ 12276.71
20561;ketoconazol;FANGAN;ov.x 5;Lazar;$ 17521.21;40%;$ 10512.73
63517;lactulosa;LACTULON;15 ml sachets x 16;Lazar;$ 30169.03;40%;$ 18101.42
63516;lactulosa;LACTULON;15 ml sachets x 8;Lazar;$ 16434.09;40%;$ 9860.45
1402;lactulosa;LACTULON;jbe.x 120 ml;Lazar;$ 16005.76;40%;$ 9603.46
3994;lactulosa;LACTULON;jbe.x 250 ml;Lazar;$ 26811.81;40%;$ 16087.09
61470;levocetirizina;CETIZINE L;5 mg comp.rec.x 10;Lazar;$ 8934.91;50%;$ 4467.46
61471;levocetirizina;CETIZINE L;5 mg comp.rec.x 30;Lazar;$ 22565.89;50%;$ 11282.95
44817;levofloxacina;BACTOCILINA;500 mg comp.rec.x 7;Lazar;$ 15832.12;60%;$ 6332.85
44818;levofloxacina;BACTOCILINA;750 mg comp.rec.x 5;Lazar;$ 18072.15;60%;$ 7228.86
39742;metformina;MEDOBIS;1000 mg comp. x 30;Lazar;$ 14905.49;100%;$ 0
43240;metformina;MEDOBIS 1000 AP;1000 mg comp.rec.AP x 30;Lazar;$ 13943.82;100%;$ 0
43241;metformina;MEDOBIS 1000 AP;1000 mg comp.rec.AP x 60;Lazar;$ 29647.51;100%;$ 0
39738;metformina;MEDOBIS;500 mg comp. x 30;Lazar;$ 5518.69;100%;$ 0
39739;metformina;MEDOBIS;500 mg comp. x 60;Lazar;$ 10880.62;100%;$ 0
39740;metformina;MEDOBIS;850 mg comp. x 30;Lazar;$ 10880.62;100%;$ 0
39741;metformina;MEDOBIS;850 mg comp. x 60;Lazar;$ 20865.81;100%;$ 0
43238;metformina;MEDOBIS AP;850 mg comp.rec.AP x 30;Lazar;$ 12068.18;100%;$ 0
43239;metformina;MEDOBIS AP;850 mg comp.rec.AP x 60;Lazar;$ 23037.94;100%;$ 0
54221;metronidazol;ROXEDERM;1% cr.x 30 g;Lazar;$ 16971.98;50%;$ 8485.99
37913;metronidazol;COLPOFILIN;500 mg comp.x 10;Lazar;$ 6123.34;50%;$ 3061.67
37914;metronidazol;COLPOFILIN;500 mg comp.x 20;Lazar;$ 11350.55;50%;$ 5675.28
43242;miconazol+metronidazol+asoc.;FANGAN PLUS;óv.x 6;Lazar;$ 17411.24;40%;$ 10446.74
59923;modafinilo;ACTEMIN;200 mg comp.x 10;Lazar;$ 20332.23;50%;$ 10166.12
43885;montelukast;INSPIROL;10 mg comp.rec.x 30;Lazar;$ 40495.33;50%;$ 20247.67
43883;montelukast;INSPIROL;4 mg comp.mast.x 30;Lazar;$ 38068.4;50%;$ 19034.2
43884;montelukast;INSPIROL;5 mg comp.mast.x 30;Lazar;$ 39185.3;50%;$ 19592.65
50787;mupirocina;MUPAX NASAL;2% ung.x 5 g;Lazar;$ 12029.97;50%;$ 6014.99
34447;mupirocina;MUPAX;cr.x 15 g;Lazar;$ 15682.92;50%;$ 7841.46
30804;mupirocina;MUPAX;ung.derm.x 15 g;Lazar;$ 13068.4;50%;$ 6534.2
52949;nebivolol;NEBICOR;10 mg comp.x 30;Lazar;$ 38732.68;50%;$ 19366.34
52947;nebivolol;NEBICOR;2.5 mg comp.x 30;Lazar;$ 9221.02;50%;$ 4610.51
59345;nebivolol;NEBICOR;5 mg comp.x 30;Lazar;$ 19722;50%;$ 9861
59346;nebivolol+hidroclorotiazida;NEBICOR D;5/12.5 mg comp.rec.x 30;Lazar;$ 24494.81;50%;$ 12247.41
24394;nimodipina;NIMODILAT FORTE;comp.rec.x 30;Lazar;$ 17961.21;50%;$ 8980.61
34915;nimodipina;NIMODILAT;comp.rec.x 30;Lazar;$ 11239.29;50%;$ 5619.65
24395;nimodipina;NIMODILAT FORTE;comp.rec.x 60;Lazar;$ 23650.95;50%;$ 11825.48
